ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,response_time,YEAR,MONTH,_id,PROV_ID,PROV_T,MinRain,MaxRain,AvgRain
2022-3DGMEG,{น้ำท่วม},"เขตตลิ่งชัน,ฝ่ายโยธา เขตตลิ่งชัน",การแก้ปัญหาเรื่องน้ำท่วมในหมู่บ้านเวลาฝนตกหนัก น้ำระบายไม่ทัน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/f5622f4d0a44730f09f58abdb987bdfb646ba618.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/1709885406311.jpeg,"100.42054,13.76444",39/15 ซอย 11/2 แขวง บางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,บางระมาด,ตลิ่งชัน,กรุงเทพมหานคร,2022-03-03 09:05:34.238272+00:00,เสร็จสิ้น,1.0,0,2024-03-08 08:10:07.652115+00:00,735 days 23:04:33.413843,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-NBQTQZ,{},เขตราษฎร์บูรณะ,หลุมบ่อบนทางหลักครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/b3cdeefdfbe55a37f2638e441c4abd72052873ce.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/1710143248040.jpeg,"100.49333,13.67986",397 ถ. สุขสวัสดิ์ แขวง บางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,2022-03-04 08:33:35.107250+00:00,เสร็จสิ้น,,0,2024-03-11 07:47:30.378442+00:00,737 days 23:13:55.271192,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-C8HGN6,{},"เขตสายไหม,กรมทางหลวง,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.)",เส้นจราจร,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/df1aba49b41f6e7b7120db1f80c3e9abb716b405.jpg,,"100.62663,13.92801",89 ซอย เขื่อนขันธ์ 2 แขวง สายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,สายไหม,สายไหม,กรุงเทพมหานคร,2022-03-04 11:04:08.129859+00:00,กำลังดำเนินการ,,0,2024-03-06 14:58:26.564647+00:00,733 days 03:54:18.434788,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-78Q9TW,{},"กรมป้องกันและบรรเทาสาธารณภัย,ศูนย์อำนวยการบรรเทาสาธารณภัย ส่วนกลาง,เขตพระนคร,กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),กลุ่มงานวางแผนและออกแบบ 1 สวจ.สจส. กทม.,กลุ่มงานเครื่องหมายจราจร 2 สวจ.สจส. กทม.,กลุ่มงานวางแผนและออกแบบ 2 สวจ.สจส. กทม.",ไม่มีไฟสัญญาณ #ทางม้าลาย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/1da569786cb851c208db10a7c0150969c1570710.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-05/d2642611509145e7af25fb0c9b102dec.jpg,"100.49733,13.74347",377 ถนนบ้านหม้อ แขวง วังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร,2022-03-04 15:41:18.335424+00:00,เสร็จสิ้น,,0,2024-12-03 06:28:52.197615+00:00,1004 days 14:47:33.862191,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-AM6UC4,{แสงสว่าง},"กรมป้องกันและบรรเทาสาธารณภัย,ศูนย์อำนวยการบรรเทาสาธารณภัย ส่วนกลาง,เขตดอนเมือง,การรถไฟแห่งประเทศไทย",ไม่มีไฟส่องสว่าง #ทางม้าลาย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/29e11257a07230501babaa5996ab6a310880008e.jpg,,"100.58875,13.89691",34 ถนน วิภาวดีรังสิต แขวง สนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,สนามบิน,ดอนเมือง,กรุงเทพมหานคร,2022-03-07 04:56:40.171580+00:00,กำลังดำเนินการ,,0,2024-08-28 07:26:50.946391+00:00,905 days 02:30:10.774811,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-EDGR9W,{ท่อระบายน้ำ},"เขตดุสิต,สำนักการระบายน้ำ กทม.,กองระบบท่อระบายน้ำ สำนักการระบายน้ำ","อยากรบกวนขอเปลี่ยนตะแกรงฝาท่อแยกราชวัตรครับ
ตะแกรงแนวทาง ล้อรถจักรยานลงไปตีลังกาได้เลยอะฮะ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/36c8f772191a887f0a582a06ab97784270635212.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/30d56982cb6e24adff02f55cc50f612209afd15e.jpg,"100.52234,13.77945",280 ถ. พระรามที่ ๕ แขวง ถนนดุสิต เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,ถนนนครไชยศรี,ดุสิต,กรุงเทพมหานคร,2022-03-08 02:36:34.745170+00:00,เสร็จสิ้น,,1,2023-05-17 05:05:56.274693+00:00,435 days 02:29:21.529523,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-HHHYCH,{},"เขตประเวศ,ฝ่ายเทศกิจ เขตประเวศ",ติดป้ายหาเสียง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/31a0349469aeb8d5226a94755d2d2aeac38e2647.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/5093f433eed001848c42f87611fc088935f9a825.jpg,"100.66230,13.67866",27 ซอย เฉลิมพระเกียรติ ร. 9 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-03-09 04:31:00.589301+00:00,เสร็จสิ้น,,0,2022-06-24 06:30:13.557873+00:00,107 days 01:59:12.968572,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-LKNQ44,{},"เขตประเวศ,ฝ่ายเทศกิจ เขตประเวศ",ติดป้ายหาเสียง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/20065cb54044a83c6c69549f80299c46f41da7ab.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/20c39e8c39fb17d559eba26bfc37e1b76527575b.jpg,"100.66133,13.67950",10/5 เฉลิมพระเกียรติ ร. 9 ซอย 29 แยก 3 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-03-09 04:33:28.366447+00:00,เสร็จสิ้น,,0,2022-06-24 06:32:17.474562+00:00,107 days 01:58:49.108115,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-D8PTYT,{},"เขตประเวศ,ฝ่ายเทศกิจ เขตประเวศ",ติดตั้งป้ายค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/387f986523fce6e65ee6b195af18854710afae6d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ec1233ae342ec0a68f98c01afe767aa26f86a29c.jpg,"100.66293,13.67859",267 ถนน เฉลิมพระเกียรติรัชกาลที่ 9 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-03-09 13:49:39.860493+00:00,เสร็จสิ้น,,0,2022-06-24 06:29:37.027914+00:00,106 days 16:39:57.167421,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-BLQGCA,{},"เขตประเวศ,ฝ่ายเทศกิจ เขตประเวศ",ติดตั้งป้ายค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/84be8b799ad0576041a91ad571183f81619a4f66.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/51bfd6b5e0926e1fb2365149fbad86ef112a2bbd.jpg,"100.66300,13.67815",6 ซอย เฉลิมพระเกียรติ ร. 9 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-03-09 13:51:59.304748+00:00,เสร็จสิ้น,,0,2022-06-13 14:20:40.829605+00:00,96 days 00:28:41.524857,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-FW4FVZ,{},"เขตประเวศ,ฝ่ายเทศกิจ เขตประเวศ",ติดป้ายหาเสียง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/a9667f660dd942a5ee3d3dfc20be2026033166f8.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ca677dfaa40e8d7f75c3152577c241ff02d4b945.jpg,"100.66297,13.67833",6 ซอย เฉลิมพระเกียรติ ร. 9 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-03-10 03:33:00.742154+00:00,เสร็จสิ้น,4.0,0,2022-06-13 06:03:09.311803+00:00,95 days 02:30:08.569649,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-NNDDBZ,{},"กรมป้องกันและบรรเทาสาธารณภัย,ศูนย์อำนวยการบรรเทาสาธารณภัย ส่วนกลาง,เขตธนบุรี",สวัดดีครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/fb1126cc0124e02b72fecfea11fe5b00abb42fd5.jpg,,"100.48266,13.69912",1050 Big C Daokanong Floor 1 Unit GCR113 Somdet Phrachao Taksin Road Bukkhalo Khet Thonburi Bangkok 10600 แขวง ดาวคะนอง เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร,2022-03-10 10:31:10.161689+00:00,เสร็จสิ้น,5.0,0,2024-03-05 11:59:06.148019+00:00,726 days 01:27:55.986330,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-LQKWH3,{},"เขตประเวศ,ฝ่ายเทศกิจ เขตประเวศ",ติดป้าย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/038813abf768d6f78e42c0cbc6b7e5e11b0de33e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3c3661c9f01086616d6e2e4f8ecd134a699e00cb.jpg,"100.68664,13.68196",12/12 เฉลิมพระเกีรยติ ร.9 แยก 14 แขวง ดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ดอกไม้,ประเวศ,กรุงเทพมหานคร,2022-03-10 11:18:10.312035+00:00,เสร็จสิ้น,4.0,0,2022-06-24 06:27:36.086797+00:00,105 days 19:09:25.774762,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-MV8H3V,{คลอง},"เขตประเวศ,ฝ่ายโยธา เขตประเวศ","ชุมชนไม่มีทางออกถนนใหญ่ ในเขตประเวศ แขวงดอกไม้ กทม.
ชุมชนคลองปักหลักพัฒนา ทำให้ รถพยาบาล รถดับเพลิง เข้าไม่ได้ ทางเดินริมคลองแคบ เกิดอุบัติเหตุบ่อย ไฟไหม้ เจ็บป่วย ไม่มีรถดับเพลิง รถพยาบาล เข้าถึง",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/de9deaf13be020507e369411a9af8b565e17e8d7.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1c1ab523d1777e533bc2d45ab8c41fbdecbda588.jpg,"100.69635,13.67943",12 ซอย กาญจนาภิเษก 48 แขวง ดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ดอกไม้,ประเวศ,กรุงเทพมหานคร,2022-03-13 09:08:11.461257+00:00,เสร็จสิ้น,,0,2022-12-16 07:50:27.606742+00:00,277 days 22:42:16.145485,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-LLFMUT,{},"เขตประเวศ,ฝ่ายเทศกิจ เขตประเวศ",ติดตั้งป้ายหาเสียงค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/a1faed8f7b1f5727def1a40c4863d1b614b4d0dd.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/86ba4afe8d8d09643abd1e5034bfe83e0f2a89c7.jpg,"100.68695,13.68222",12/12 เฉลิมพระเกีรยติ ร.9 แยก 14 แขวง ดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ดอกไม้,ประเวศ,กรุงเทพมหานคร,2022-03-13 10:20:13.309236+00:00,เสร็จสิ้น,,0,2022-06-16 12:03:09.501910+00:00,95 days 01:42:56.192674,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-6DE9ML,{สายไฟ},"เขตห้วยขวาง,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200)",สายไฟฟ้าในซอยลาดพร้าว48 แยก8,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/cabc012d885dda18c772c7b9af77b2531eb4d570.jpg,,"100.58477,13.79663",ซ.ลาดพร้าว 48 แยก 8-2 ถ. ลาดพร้าว แขวง สามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,2022-03-14 04:25:29.023303+00:00,กำลังดำเนินการ,,0,2024-03-11 06:59:07.088296+00:00,728 days 02:33:38.064993,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-4RZC82,{ทางเท้า},"ส่วนนันทนาการ สำนักงานนันทนาการและส่งเสริมการเรียนรู้ สวท.,เขตสะพานสูง,สำนักวัฒนธรรม กีฬาและการท่องเที่ยว กทม.",ทางเท้าชำรุด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/6c8871f7e9355357321e412cac9dcb9b932598f5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/1710305538769.jpeg,"100.68543,13.76971",29 ซ. รามคำแหง 118 แขวง สะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,2022-03-16 14:05:15.762926+00:00,เสร็จสิ้น,,0,2024-03-13 04:52:21.170528+00:00,727 days 14:47:05.407602,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-9MC9G3,{},"เขตจตุจักร,สำนักการโยธา กทม.,ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",รถเข็นคนพิการ ไม่สามารถ ผ่านได้ ต้องเข็นลงบนถนน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/931c7c6262bc5a55a4b3f27bffcdf00f9d7e8fc3.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-06/1ee00d056b20d9895b23406716483371.jpg,"100.55026,13.79570",1639/77 ถ. พหลโยธิน แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,จตุจักร,จตุจักร,กรุงเทพมหานคร,2022-03-16 14:14:53.832835+00:00,เสร็จสิ้น,5.0,0,2024-06-05 07:10:21.415738+00:00,811 days 16:55:27.582903,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-F2XUVN,{},"กรมป้องกันและบรรเทาสาธารณภัย,ศูนย์อำนวยการบรรเทาสาธารณภัย ส่วนกลาง,เขตพญาไท",ไม่มีเส้นชะลอความเร็ว #ทางม้าลาย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/93ddd92d1308dbbd23bb7877e444c24857008028.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-04/c6c74a620bc98a8a5a6842a538f32226a75a98e5.jpg,"100.55304,13.77093",24 ถนน มิตรไมตรี แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,สามเสนใน,พญาไท,กรุงเทพมหานคร,2022-03-17 06:14:12.374847+00:00,เสร็จสิ้น,,0,2024-03-05 12:00:02.837057+00:00,719 days 05:45:50.462210,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-3LQHW8,{},"เขตประเวศ,ฝ่ายเทศกิจ เขตประเวศ",ติดป้ายหาเสียงเขตประเวศ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/d5b02974ac6502a9a2b6e2f070dfe1d8ec0812cb.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a88ffc6c348975a8955a6db3297003ba84b6383a.jpg,"100.64398,13.70064",94 หมู่บ้านมิตรภาพ แยก 2-2 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-03-21 05:59:47.193859+00:00,เสร็จสิ้น,,0,2022-06-13 05:51:41.144854+00:00,83 days 23:51:53.950995,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-ATENEV,{},"เขตประเวศ,ฝ่ายเทศกิจ เขตประเวศ",ติดป้ายหาเสียง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/29b27665a7570328da0a2d0db91f70dfd917c7c1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8de61abc9f3393ef4d87da58ec5db8ea50dc4579.jpg,"100.64371,13.70201",53 มิตรภาพแยก 2 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-03-21 06:01:37.429239+00:00,เสร็จสิ้น,1.0,0,2022-06-13 05:59:26.277717+00:00,83 days 23:57:48.848478,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-NHKQU7,{แสงสว่าง},"กรมป้องกันและบรรเทาสาธารณภัย,ศูนย์อำนวยการบรรเทาสาธารณภัย ส่วนกลาง,เขตสวนหลวง",ไม่มีไฟส่องสว่าง #ทางม้าลาย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/ec6581fe02d792f18629b8d9ad031944fa1ffc31.jpg,,"100.64483,13.73542",2677 ถ. พัฒนาการ แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-03-22 11:27:10.594565+00:00,เสร็จสิ้น,,0,2024-03-05 12:00:49.721090+00:00,714 days 00:33:39.126525,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-E4UDFU,{},"กรมป้องกันและบรรเทาสาธารณภัย,ศูนย์อำนวยการบรรเทาสาธารณภัย ส่วนกลาง,เขตภาษีเจริญ,กรมทางหลวงชนบท กระทรวงคมนาคม",สีเส้นไม่ชัดเจน #ทางม้าลาย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/da2dc9735881101817eaed0dd53c1d6405ed9465.jpg,,"100.44775,13.73770",151 ถนน ราชพฤกษ์ แขวง บางแวก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,2022-03-24 00:22:50.634825+00:00,กำลังดำเนินการ,,0,2024-12-24 03:43:51.930869+00:00,1006 days 03:21:01.296044,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-AGKV9N,{},เขตบางเขน,มีการทิ้งขยะกองไว้ริมถนนกาญจนาภิเษก เยื้องซอยกาญจนาภิเษก 5/7 คะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/8e946006f3cba8381cab7b92fcc32f2d6b7e4236.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2454a1af6cd704663f14e208e90f142f5813acfa.jpg,"100.67661,13.86044",65/6 ถ. กาญจนาภิเษก แขวง ท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,2022-03-24 06:07:38.819848+00:00,เสร็จสิ้น,5.0,0,2022-06-13 09:56:40.513699+00:00,81 days 03:49:01.693851,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-7W2BGX,{ถนน},"เขตหลักสี่,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.)",เจาะถนนยามวิกาล,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/e2ee90396a3cf4412d1374a6e644d75d92a3708d.jpg,,"100.58693,13.88088",202/89 ถ. แจ้งวัฒนะ แขวง ตลาดบางเขน เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,2022-03-25 16:58:48.352846+00:00,กำลังดำเนินการ,,0,2024-03-06 00:10:34.289168+00:00,711 days 07:11:45.936322,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
2022-88EYMW,{},"กรมป้องกันและบรรเทาสาธารณภัย,ศูนย์อำนวยการบรรเทาสาธารณภัย ส่วนกลาง,เขตบางขุนเทียน",ไม่มีไฟสัญญาณ #ทางม้าลาย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/98d4ee3f924389af83c73f42c64d3dddecaf834a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-04/8b64be2e5fa247de6e53eb68836f2d551ee60f37.jpg,"100.43962,13.64186",200 ซอย ท่าข้าม 28 แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2022-03-27 04:41:24.346547+00:00,เสร็จสิ้น,,0,2024-03-05 12:01:25.527068+00:00,709 days 07:20:01.180521,2022,3,3851.0,10.0,กรุงเทพมหานคร,39.90999985,84.83000183,63.2087165
